,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
1372,1322,2811120000,-- Cyanure d'hydrogène (acide cyanhydrique),5,1,,18,,,,,,"0,8","0,2","0,5"
1373,1323,2811190000,"-- Autres  acides inorganiques, à l'exclusion du fluorure d'hydrogène (acide
fluorhydrique) et du cyanure d'hydrogène (acide cyanhydrique)",5,1,,18,,,,,,"0,8","0,2","0,5"
1374,1324,2811210000,-- Dioxyde de carbone,5,1,,18,,,,,,"0,8","0,2","0,5"
1375,1325,2811220000,-- Dioxyde de silicium,5,1,,18,,,,,,"0,8","0,2","0,5"
1376,1326,2811290000,"-- Autres composés oxygénés inorganiques des éléments non métalliques
autres que le dioxyde de carbone ou de silicium",5,1,,18,,,,,,"0,8","0,2","0,5"
1377,1327,2812110000,-- Dichlorure de carbonyle (phosgène),5,1,,18,,,,,,"0,8","0,2","0,5"
1378,1328,2812120000,-- Oxychlorure de phosphore,5,1,,18,,,,,,"0,8","0,2","0,5"
1379,1329,2812130000,-- Trichlorure de phosphore,5,1,,18,,,,,,"0,8","0,2","0,5"
1380,1330,2812140000,-- Pentachlorure de phosphore,5,1,,18,,,,,,"0,8","0,2","0,5"
1381,1331,2812150000,-- Monochlorure de soufre,5,1,,18,,,,,,"0,8","0,2","0,5"
1382,1332,2812160000,-- Dichlorure de soufre,5,1,,18,,,,,,"0,8","0,2","0,5"
1383,1333,2812170000,-- Chlorure de thionyle,5,1,,18,,,,,,"0,8","0,2","0,5"
1384,1334,2812190000,-- Autres chlorures et oxychlorures du N°28.12,5,1,,18,,,,,,"0,8","0,2","0,5"
1385,1335,2812900000,"- Halogénures et oxyhalogénures des éléments non métalliques autres que
chlorures et oxychlorures",5,1,,18,,,,,,"0,8","0,2","0,5"
1386,1336,2813100000,- Disulfure de carbone,5,1,,18,,,,,,"0,8","0,2","0,5"
1387,1337,2813900000,"- Sulfures des éléments non métalliques, autres que le disulfure de
carbone; trisulfure de phosphore du commerce",5,1,,18,,,,,,"0,8","0,2","0,5"
1388,1338,2814100000,- Ammoniac anhydre,5,1,,,,,,,,"0,8","0,2","0,5"
1389,1339,2814200000,- Ammoniac en solution aqueuse (ammoniaque),5,1,,,,,,,,"0,8","0,2","0,5"
1390,1340,2815110000,"-- Hydroxyde de sodium (soude caustique), solide",5,1,,18,,,,,,"0,8","0,2","0,5"
1391,1341,2815120000,"-- Hydroxyde de sodium (soude caustique), en solution aqueuse (lessive de
soude caustique)",5,1,,18,,,,,,"0,8","0,2","0,5"
1392,1342,2815200000,- Hydroxyde de potassium (potasse caustique),5,1,,18,,,,,,"0,8","0,2","0,5"
1393,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
1394,1343,2815300000,- Peroxydes de sodium ou de potassium,5,1,,18,,,,,,"0,8","0,2","0,5"
1395,1344,2816100000,- Hydroxyde et peroxyde de magnésium,5,1,,18,,,,,,"0,8","0,2","0,5"
1396,1345,2816400000,"- Oxydes, hydroxydes et peroxydes, de strontium ou de baryum",5,1,,18,,,,,,"0,8","0,2","0,5"
1397,1346,2817000000,Oxyde de zinc; peroxyde de zinc.,5,1,,18,,,,,,"0,8","0,2","0,5"
1398,1347,2818100000,"- Corindon artificiel, chimiquement défini ou non",5,1,,18,,,,,,"0,8","0,2","0,5"
1399,1348,2818200000,- Oxyde d'aluminium autre que le corindon artificiel,5,1,,18,,,,,,"0,8","0,2","0,5"
1400,1349,2818300000,- Hydroxyde d'aluminium,5,1,,18,,,,,,"0,8","0,2","0,5"
1401,1350,2819100000,- Trioxyde de chrome,5,1,,18,,,,,,"0,8","0,2","0,5"
1402,1351,2819900000,- Oxydes et hydroxydes de chrome à l'exclusion du trioxyde,5,1,,18,,,,,,"0,8","0,2","0,5"
1403,1352,2820100000,- Dioxyde de manganèse,5,1,,18,,,,,,"0,8","0,2","0,5"
1404,1353,2820900000,- Oxydes de manganèse à l'exclusion du dioxyde,5,1,,18,,,,,,"0,8","0,2","0,5"
1405,1354,2821100000,- Oxydes et hydroxydes de fer,5,1,,18,,,,,,"0,8","0,2","0,5"
1406,1355,2821200000,"- Terres colorantes contenant en poids 70 % ou plus de fer combiné évalué
en Fe2O3.",5,1,,18,,,,,,"0,8","0,2","0,5"
1407,1356,2822000000,Oxydes et hydroxydes de cobalt; oxydes de cobalt du commerce.,5,1,,18,,,,,,"0,8","0,2","0,5"
1408,1357,2823000000,Oxydes de titane.,5,1,,18,,,,,,"0,8","0,2","0,5"
1409,1358,2824100000,"- Monoxyde de plomb (litharge, massicot)",5,1,,18,,,,,,"0,8","0,2","0,5"
1410,1359,2824900000,"- Oxydes de plomb autre que monoxyde de plomb (litharge, massicot);
minium et mine orange",5,1,,18,,,,,,"0,8","0,2","0,5"
1411,1360,2825100000,- Hydrazine et hydroxylamine et leurs sels inorganiques,5,1,,18,,,,,,"0,8","0,2","0,5"
1412,1361,2825200000,- Oxyde et hydroxyde de lithium,5,1,,18,,,,,,"0,8","0,2","0,5"
1413,1362,2825300000,- Oxydes et hydroxydes de vanadium,5,1,,18,,,,,,"0,8","0,2","0,5"
1414,1363,2825400000,- Oxydes et hydroxydes de nickel,5,1,,18,,,,,,"0,8","0,2","0,5"
1415,1364,2825500000,- Oxydes et hydroxydes de cuivre,5,1,,18,,,,,,"0,8","0,2","0,5"
1416,1365,2825600000,- Oxydes de germanium et dioxyde de zirconium,5,1,,18,,,,,,"0,8","0,2","0,5"
1417,1366,2825700000,- Oxydes et hydroxydes de molybdène,5,1,,18,,,,,,"0,8","0,2","0,5"
1418,1367,2825800000,- Oxydes d'antimoine,5,1,,18,,,,,,"0,8","0,2","0,5"
1419,1368,2825900000,"- Autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de
métaux, du n° 28.25",5,1,,18,,,,,,"0,8","0,2","0,5"
1420,1369,2826120000,-- Fluorures d'aluminium,5,1,,18,,,,,,"0,8","0,2","0,5"
1421,1370,2826190000,-- Fluorures autres que d'aluminium,5,1,,18,,,,,,"0,8","0,2","0,5"
1422,1371,2826300000,- Hexafluoroaluminate de sodium (cryolithe synthétique),5,1,,18,,,,,,"0,8","0,2","0,5"
1423,1372,2826900000,"- fluorosilicates, fluoroaluminates et autres sels complexes de fluor à
l'exception de l'hexafluoroaluminate de sodium(cryolithe synthétiq.)",5,1,,18,,,,,,"0,8","0,2","0,5"
1424,1373,2827100000,- Chlorure d'ammonium,5,1,,18,,,,,,"0,8","0,2","0,5"
1425,1374,2827200000,- Chlorure de calcium,5,1,,18,,,,,,"0,8","0,2","0,5"
1426,1375,2827310000,-- Chlorures de magnésium,5,1,,18,,,,,,"0,8","0,2","0,5"
1427,1376,2827320000,-- Chlorures d'aluminium,5,1,,18,,,,,,"0,8","0,2","0,5"
1428,1377,2827350000,-- Chlorures de nickel,5,1,,18,,,,,,"0,8","0,2","0,5"
1429,1378,2827390000,-- Autres chlorures  du n° 28.27,5,1,,18,,,,,,"0,8","0,2","0,5"
1430,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
1431,1379,2827410000,-- Oxychlorures et hydroxychlorures de cuivre,5,1,,18,,,,,,"0,8","0,2","0,5"
1432,1380,2827490000,-- Oxychlorures et hydroxychlorures autres que de cuivre,5,1,,18,,,,,,"0,8","0,2","0,5"
1433,1381,2827510000,-- Bromures de sodium ou de potassium,5,1,,18,,,,,,"0,8","0,2","0,5"
1434,1382,2827590000,-- Bromures (autres que de sodium ou de potassium) et oxybromures,5,1,,18,,,,,,"0,8","0,2","0,5"
1435,1383,2827600000,- Iodures et oxyiodures,5,1,,18,,,,,,"0,8","0,2","0,5"
1436,1384,2828100000,- Hypochlorite de calcium du commerce et autres hypochlorites de calcium,5,1,,18,,,,,,"0,8","0,2","0,5"
1437,1385,2828901000,-- Hypochlorite de sodium (eau de javel) même concentrée,20,1,,18,,,,,,"0,8","0,2","0,5"
1438,1386,2828909000,-- Autres hypochlorites du n°28.28; chlorites; hypobromites,10,1,,18,,,,,,"0,8","0,2","0,5"
1439,1387,2829110000,-- Chlorates de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1440,1388,2829190000,-- Chlorates autres que de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1441,1389,2829900000,- Perchlorates; bromates et perbromates; iodates et periodates,5,1,,18,,,,,,"0,8","0,2","0,5"
1442,1390,2830100000,- Sulfures de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1443,1391,2830900000,"- Sulfures autres que de sodium; polysulfures, de constitution chimique
définie ou non",5,1,,18,,,,,,"0,8","0,2","0,5"
1444,1392,2831100000,- Dithionites et sulfoxylates de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1445,1393,2831900000,- Dithionites et sulfoxylates autres que de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1446,1394,2832100000,- Sulfites de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1447,1395,2832200000,- Autres sulfites à l'exclusion du sulfite de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1448,1396,2832300000,- Thiosulfates,5,1,,18,,,,,,"0,8","0,2","0,5"
1449,1397,2833110000,-- Sulfate de disodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1450,1398,2833190000,-- Sulfates de sodium autres que de disodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1451,1399,2833210000,-- Sulfates de magnésium,5,1,,18,,,,,,"0,8","0,2","0,5"
1452,1400,2833220000,-- Sulfates d'aluminium,5,1,,18,,,,,,"0,8","0,2","0,5"
1453,1401,2833240000,-- Sulfates de nickel,5,1,,18,,,,,,"0,8","0,2","0,5"
1454,1402,2833250000,-- Sulfates de cuivre,5,1,,18,,,,,,"0,8","0,2","0,5"
1455,1403,2833270000,-- Sulfates de baryum,5,1,,18,,,,,,"0,8","0,2","0,5"
1456,1404,2833290000,-- Autres sulfates du n° 28.33,5,1,,18,,,,,,"0,8","0,2","0,5"
1457,1405,2833300000,- Aluns,5,1,,18,,,,,,"0,8","0,2","0,5"
1458,1406,2833400000,- Peroxosulfates (persulfates),5,1,,18,,,,,,"0,8","0,2","0,5"
1459,1407,2834100000,- Nitrites,5,1,,18,,,,,,"0,8","0,2","0,5"
1460,1408,2834210000,-- Nitrates de potassium,5,1,,18,,,,,,"0,8","0,2","0,5"
1461,1409,2834290000,-- Nitrates autres que de potassium,5,1,,18,,,,,,"0,8","0,2","0,5"
1462,1410,2835100000,- Phosphinates (hypophosphites) et phosphonates (phosphites),5,1,,18,,,,,,"0,8","0,2","0,5"
1463,1411,2835220000,-- Phosphates de mono- ou de disodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1464,1412,2835240000,-- Phosphates de potassium,5,1,,18,,,,,,"0,8","0,2","0,5"
1465,1413,2835250000,"-- Phosphates d'hydrogénoorthophosphate de calcium («phosphate
dicalcique»)",5,1,,18,,,,,,"0,8","0,2","0,5"
1466,1414,2835260000,-- Autres phosphates de calcium du n° 28.35,5,1,,18,,,,,,"0,8","0,2","0,5"
1467,1415,2835290000,-- Autres phosphates du n° 28.35,5,1,,18,,,,,,"0,8","0,2","0,5"
1468,1416,2835310000,-- Triphosphate de sodium (tripolyphosphate de sodium),5,1,,18,,,,,,"0,8","0,2","0,5"
1469,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
1470,1417,2835390000,"-- Autres polyphosphates, de constitution chimique définie ou non, du n°
28.35",5,1,,18,,,,,,"0,8","0,2","0,5"
1471,1418,2836200000,- Carbonate de disodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1472,1419,2836300000,- Hydrogénocarbonate (bicarbonate) de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1473,1420,2836400000,- Carbonates de potassium,5,1,,18,,,,,,"0,8","0,2","0,5"
1474,1421,2836500000,- Carbonate de calcium,5,1,,18,,,,,,"0,8","0,2","0,5"
1475,1422,2836600000,- Carbonate de baryum,5,1,,18,,,,,,"0,8","0,2","0,5"
1476,1423,2836910000,-- Carbonates de lithium,5,1,,18,,,,,,"0,8","0,2","0,5"
1477,1424,2836920000,-- Carbonate de strontium,5,1,,18,,,,,,"0,8","0,2","0,5"
1478,1425,2836990000,"-- Autres carbonates du n° 28.36; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate
d'ammonium",5,1,,18,,,,,,"0,8","0,2","0,5"
1479,1426,2837110000,-- Cyanures et oxycyanures  de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1480,1427,2837190000,-- Cyanures et oxycyanures  autres que de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1481,1428,2837200000,- Cyanures complexes,5,1,,18,,,,,,"0,8","0,2","0,5"
1482,1429,2839110000,-- Métasilicates de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1483,1430,2839190000,-- Silicates de sodium autres que le métasilicate de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1484,1431,2839900000,"- Silicates et silicates des métaux alcalins du commerce, autres que de
sodium",5,1,,18,,,,,,"0,8","0,2","0,5"
1485,1432,2840110000,-- Anhydre,5,1,,18,,,,,,"0,8","0,2","0,5"
1486,1433,2840190000,-- Tétraborate de disodium (borax raffiné)  à l'exclusion de l'anhydre,5,1,,18,,,,,,"0,8","0,2","0,5"
1487,1434,2840200000,- Borates autres que le tétraborate de disodium (borax raffiné),5,1,,18,,,,,,"0,8","0,2","0,5"
1488,1435,2840300000,- Peroxoborates (perborates),5,1,,18,,,,,,"0,8","0,2","0,5"
1489,1436,2841300000,- Dichromate de sodium,5,1,,18,,,,,,"0,8","0,2","0,5"
1490,1437,2841500000,"- Chromates et dichromates (autres que dichromate de sodium);
peroxochromates",5,1,,18,,,,,,"0,8","0,2","0,5"
1491,1438,2841610000,-- Permanganate de potassium,5,1,,18,,,,,,"0,8","0,2","0,5"
1492,1439,2841690000,"-- Manganites, manganates et permanganates (à l'exclusion du
permanganate de potassium)",5,1,,18,,,,,,"0,8","0,2","0,5"
1493,1440,2841700000,- Molybdates,5,1,,18,,,,,,"0,8","0,2","0,5"
1494,1441,2841800000,- Tungstates (wolframates),5,1,,18,,,,,,"0,8","0,2","0,5"
1495,1442,2841900000,- Autres sels des acides oxométalliques ou peroxométalliques du n° 28.41,5,1,,18,,,,,,"0,8","0,2","0,5"
1496,1443,2842100000,"- Silicates doubles ou complexes, y compris les aluminosilicates de
constitution chimique définie ou non, autres que les azotures",5,1,,18,,,,,,"0,8","0,2","0,5"
1497,1444,2842900000,"- Autres sels des acides ou peroxoacides inorganiques (y cpris les
aluminosilicates de constitution...), autres que les azotures, du n°28.42",5,1,,18,,,,,,"0,8","0,2","0,5"
1498,1445,2843100000,- Métaux précieux à l'état colloïdal,5,1,,18,,,,,,"0,8","0,2","0,5"
1499,1446,2843210000,-- Nitrate d'argent,5,1,,18,,,,,,"0,8","0,2","0,5"
1500,1447,2843290000,-- Composés d'argent  autres que le nitrate d'argent,5,1,,18,,,,,,"0,8","0,2","0,5"
1501,1448,2843300000,- Composés d'or,5,1,,18,,,,,,"0,8","0,2","0,5"
1502,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
1503,1449,2843900000,"- Composés de métaux précieux autres  que d'argent ou d'or; amalgames
de métaux précieux",5,1,,18,,,,,,"0,8","0,2","0,5"
1504,1450,2844100000,"- Uranium naturel et ses composés; alliages, dispersions (y compris les
cermets), produits céramiques...ou des composés de l'uranium naturel",5,1,,18,,,,,,"0,8","0,2","0,5"
1505,1451,2844200000,"- Uranium enrichi en U 235 et ses composés; plutonium et ses composés;
alliages, dispersions (y cpris les cermets), produits ...ces produits",5,1,,18,,,,,,"0,8","0,2","0,5"
1506,1452,2844300000,"- Uranium appauvri en U 235 et ses composés; thorium et ses composés;
alliages, dispersions (y cpris les cermets)...composés de ces produits",5,1,,18,,,,,,"0,8","0,2","0,5"
1507,1453,2844400000,"- Eléments et isotopes et composés radioactifs autres que ceux des
n°s 2844.10, 2844.20 ou 2844.30; alliages, ..résidus radioactifs",5,1,,18,,,,,,"0,8","0,2","0,5"
1508,1454,2844500000,"- Eléments combustibles (cartouches) usés (irradiés) de réacteurs
nucléaires",5,1,,18,,,,,,"0,8","0,2","0,5"
1509,1455,2845100000,- Eau lourde (oxyde de deutérium),5,1,,18,,,,,,"0,8","0,2","0,5"
1510,1456,2845900000,"- Isotopes autres que ceux du n° 28.44, de l'eau lourde; leurs composés
inorganiques ou organiques, de constitution chimique définie ou non",5,1,,18,,,,,,"0,8","0,2","0,5"
1511,1457,2846100000,- Composés de cérium,5,1,,18,,,,,,"0,8","0,2","0,5"
1512,1458,2846900000,"- Composés, inorganiques ou organiques, des métaux des terres rares
(sauf cerium), de l'yttrium ou du scandium ou des mélanges de ces métaux",5,1,,18,,,,,,"0,8","0,2","0,5"
1513,1459,2847000000,Peroxyde d'hydrogène (eau oxygénée) même solidifié avec de l'urée.,5,1,,18,,,,,,"0,8","0,2","0,5"
1514,1460,2849100000,- Carbures de calcium,5,1,,18,,,,,,"0,8","0,2","0,5"
1515,1461,2849200000,- Carbures de silicium,5,1,,18,,,,,,"0,8","0,2","0,5"
1516,1462,2849900000,"- Autres carbures de constitution chimique définie ou non, du n° 28.49",5,1,,18,,,,,,"0,8","0,2","0,5"
1517,1463,2850000000,"Hydrures, nitrures, azotures, siliciures et borures, ..., autres que les
composés qui constituent également des carbures du n° 28.49.",5,1,,18,,,,,,"0,8","0,2","0,5"
1518,1464,2852100000,"- Composés inorganiques ou organiques du mercure, de constitution
chimique définie, à l'exclusion des amalgames",5,1,,18,,,,,,"0,8","0,2","0,5"
1519,1465,2852900000,"- Composés inorganiques ou organiques du mercure, de constitution
chimique non définie, à l'exclusion des amalgames",5,1,,18,,,,,,"0,8","0,2","0,5"
1520,1466,2853100000,- Chlorure de cyanogène (chlorcyan),5,1,,18,,,,,,"0,8","0,2","0,5"
1521,1467,2853900000,"- Phosphures et autres produits du N°28.53 à l'exclusion du chlorure de
cyanogène (chlorcyan)",5,1,,18,,,,,,"0,8","0,2","0,5"
1522,1468,2901100000,- Hydrocarbures acycliques saturés,5,1,,18,,,,,,"0,8","0,2","0,5"
1523,1469,2901210000,-- Ethylène,5,1,,18,,,,,,"0,8","0,2","0,5"
1524,1470,2901220000,-- Propène (propylène),5,1,,18,,,,,,"0,8","0,2","0,5"
1525,1471,2901230000,-- Butène (butylène) et ses isomères,5,1,,18,,,,,,"0,8","0,2","0,5"
1526,1472,2901240000,"-- Buta-1,3-diène et isoprène",5,1,,18,,,,,,"0,8","0,2","0,5"
1527,1473,2901290000,-- Autres hydrocarbures acycliques non saturés du n° 29.01,5,1,,18,,,,,,"0,8","0,2","0,5"
1528,1474,2902110000,-- Cyclohexane,5,1,,18,,,,,,"0,8","0,2","0,5"
1529,1475,2902190000,"-- Cyclaniques, cycléniques ou cycloterpéniques, à l'exclusion du
cyclohexane",5,1,,18,,,,,,"0,8","0,2","0,5"
1530,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
1531,1476,2902200000,- Benzène,5,1,,18,,,,,,"0,8","0,2","0,5"
1532,1477,2902300000,- Toluène,5,1,,18,,,,,,"0,8","0,2","0,5"
1533,1478,2902410000,-- o-Xylène,5,1,,18,,,,,,"0,8","0,2","0,5"
1534,1479,2902420000,-- m-Xylène,5,1,,18,,,,,,"0,8","0,2","0,5"
1535,1480,2902430000,-- p-Xylène,5,1,,18,,,,,,"0,8","0,2","0,5"
1536,1481,2902440000,-- Isomères du xylène en mélange,5,1,,18,,,,,,"0,8","0,2","0,5"
1537,1482,2902500000,- Styrène,5,1,,18,,,,,,"0,8","0,2","0,5"
1538,1483,2902600000,- Ethylbenzène,5,1,,18,,,,,,"0,8","0,2","0,5"
1539,1484,2902700000,- Cumène,5,1,,18,,,,,,"0,8","0,2","0,5"
1540,1485,2902900000,- Autres hydrocarbures cycliques du n°29.02,5,1,,18,,,,,,"0,8","0,2","0,5"
1541,1486,2903110000,-- Chlorométhane (chlorure de méthyle) et chloroéthane (chlorure d'éthyle),5,1,,18,,,,,,"0,8","0,2","0,5"
1542,1487,2903120000,-- Dichlorométhane (chlorure de méthylène),5,1,,18,,,,,,"0,8","0,2","0,5"
1543,1488,2903130000,-- Chloroforme (trichlorométhane),5,1,,18,,,,,,"0,8","0,2","0,5"
1544,1489,2903140000,-- Tétrachlorure de carbone,5,1,,18,,,,,,"0,8","0,2","0,5"
1545,1490,2903150000,"-- Dichlorure d?éthylène (ISO) (1,2-dichloroéthane)",5,1,,18,,,,,,"0,8","0,2","0,5"
1546,1491,2903191000,"--- 1,1,1-Trichloroéthane (méthyle chloroforme)",5,1,,18,,,,,,"0,8","0,2","0,5"
1547,1492,2903199000,--- Autres dérivés chlorés saturés des hydrocarbures acycliques du n°29.03,5,1,,18,,,,,,"0,8","0,2","0,5"
1548,1493,2903210000,-- Chlorure de vinyle (chloroéthylène),5,1,,18,,,,,,"0,8","0,2","0,5"
1549,1494,2903220000,-- Trichloroéthylène,5,1,,18,,,,,,"0,8","0,2","0,5"
1550,1495,2903230000,-- Tétrachloroéthylène (perchloroéthylène),5,1,,18,,,,,,"0,8","0,2","0,5"
1551,1496,2903290000,"-- Autres dérivés chlorés non saturés des hydrocarbures acycliques du
n°29.03",5,1,,18,,,,,,"0,8","0,2","0,5"
1552,1497,2903310000,"-- Dibromure d'éthylène (ISO) (1,2-dibromoéthane)",5,1,,18,,,,,,"0,8","0,2","0,5"
1553,1498,2903391000,--- Bromométhane (bromure de méthyle),5,1,,18,,,,,,"0,8","0,2","0,5"
1554,1499,2903399000,"--- Autres dérivés fluorés, dérivés bromés et dérivés iodés d'hydrocarbures
acycliques, du n° 29.03",5,1,,18,,,,,,"0,8","0,2","0,5"
1555,1500,2903710000,-- Chlorodifluorométhane,5,1,,18,,,,,,"0,8","0,2","0,5"
1556,1501,2903720000,-- Dichlorotrifluoroéthanes,5,1,,18,,,,,,"0,8","0,2","0,5"
1557,1502,2903730000,-- Dichlorofluoroéthanes,5,1,,18,,,,,,"0,8","0,2","0,5"
1558,1503,2903740000,-- Chlorodifluoroéthanes,5,1,,18,,,,,,"0,8","0,2","0,5"
1559,1504,2903750000,-- Dichloropentafluoropropanes,5,1,,18,,,,,,"0,8","0,2","0,5"
1560,1505,2903760000,"-- Bromochlorodifluorométhane, bromotrifluorométhane et
dibromotétrafluoroéthanes",5,1,,18,,,,,,"0,8","0,2","0,5"
1561,1506,2903770000,"-- Autres, perhalogénés uniquement avec du fluor et du chlore",5,1,,18,,,,,,"0,8","0,2","0,5"
1562,1507,2903780000,-- Autres dérivés perhalogénés,5,1,,18,,,,,,"0,8","0,2","0,5"
1563,1508,2903791000,--- Chlorotétrafluoroéthanes,5,1,,18,,,,,,"0,8","0,2","0,5"
1564,1509,2903792000,"--- Autres dérivés du méthane, de l?éthane ou du propane halogénés
uniquement avec du fluor et du chlore",5,1,,18,,,,,,"0,8","0,2","0,5"
1565,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
1566,1510,2903793000,"--- Dérivés du méthane, de l?éthane ou du propane halogénés uniquement
avec du fluor et du brome",5,1,,18,,,,,,"0,8","0,2","0,5"
1567,1511,2903799000,"--- Autres dérivés halogénés des hydrocarbures acycliques contenant au
moins deux halogènes différents, du n°29.03",5,1,,18,,,,,,"0,8","0,2","0,5"
1568,1512,2903810000,"-- 1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), y compris lindane (ISO,
DCI)",5,1,,18,,,,,,"0,8","0,2","0,5"
1569,1513,2903820000,"-- Aldrine (ISO), chlordane (ISO) et heptachlore (ISO)",5,1,,18,,,,,,"0,8","0,2","0,5"
1570,1514,2903830000,-- Mirex (ISO),5,1,,18,,,,,,"0,8","0,2","0,5"
1571,1515,2903890000,"-- Autres dérivés halogénés des hydrocarbures cyclaniques, cycléniques ou
cycloterpéniques, du n°29.03",5,1,,18,,,,,,"0,8","0,2","0,5"
1572,1516,2903910000,"-- Chlorobenzène, o-dichlorobenzène et  p-dichlorobenzène",5,1,,18,,,,,,"0,8","0,2","0,5"
1573,1517,2903920000,"-- Hexachlorobenzène (ISO) et DDT (ISO) (clofénotane (DCI), 1,1,1-
trichloro-2,2-bis(p-chlorophényl)éthane)",5,1,,18,,,,,,"0,8","0,2","0,5"
